track,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,,mode,speechiness,tempo,time_signature,track_href,,valence,,,,,song_id,,,,,,
For Free,0.0173,0.916,183695,0.571,4JDZl9nKIAhAhDjw753u4X,1.11E-06,10,0.153,-8.241,,0,0.2,103.521,4,https://api.spotify.com/v1/tracks/4JDZl9nKIAhAhDjw753u4X,,0.498,,,6/17/16,,4JDZl9nKIAhAhDjw753u4X,,,,,,
Work from Home,0.103,0.803,214480,0.585,4tCtwWceOPWzenK2HAIJSb,3.94E-06,8,0.0644,-5.861,,1,0.0432,105.017,4,https://api.spotify.com/v1/tracks/4tCtwWceOPWzenK2HAIJSb,,0.593,,,5/27/16,,4tCtwWceOPWzenK2HAIJSb,,,,,,
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",0.0114,0.632,215413,0.701,7K5dzhGda2vRTaAWYI3hrb,0,7,0.108,-5.921,,1,0.146,162.958,4,https://api.spotify.com/v1/tracks/7K5dzhGda2vRTaAWYI3hrb,,0.497,,,4/15/16,,7K5dzhGda2vRTaAWYI3hrb,,,,,,
Low Life,0.337,0.722,313546,0.331,7EiZI6JVHllARrX9PUvAdX,0.283,8,0.146,-7.789,,1,0.0725,143.974,4,https://api.spotify.com/v1/tracks/7EiZI6JVHllARrX9PUvAdX,,0.102,,,4/13/16,,7EiZI6JVHllARrX9PUvAdX,,,,,,
H.O.L.Y.,0.385,0.525,194186,0.685,0BCy325UZyR9z0t0uxwn2N,0,7,0.0731,-3.954,,0,0.0351,78.003,4,https://api.spotify.com/v1/tracks/0BCy325UZyR9z0t0uxwn2N,,0.54,,,8/26/16,,0BCy325UZyR9z0t0uxwn2N,,,,,,
I Took A Pill In Ibiza - Seeb Remix,0.0353,0.663,197933,0.713,1MtUq6Wp1eQ8PC6BbPCj8P,7.68E-06,7,0.0843,-6.647,,0,0.112,101.965,4,https://api.spotify.com/v1/tracks/1MtUq6Wp1eQ8PC6BbPCj8P,,0.69,,,5/6/16,,1MtUq6Wp1eQ8PC6BbPCj8P,,,,,,
Never Be Like You (feat. Kai),0.453,0.444,234909,0.557,5WI2ltQIdwgzf1SNE76JyR,0,0,0.152,-5.476,,1,0.0602,115.058,4,https://api.spotify.com/v1/tracks/5WI2ltQIdwgzf1SNE76JyR,,0.296,,,5/27/16,,5WI2ltQIdwgzf1SNE76JyR,,,,,,
7 Years,0.287,0.765,237300,0.473,5kqIPrATaCc2LqxVWzQGbk,0,10,0.391,-5.829,,1,0.0514,119.992,4,https://api.spotify.com/v1/tracks/5kqIPrATaCc2LqxVWzQGbk,,0.34,,,4/1/16,,5kqIPrATaCc2LqxVWzQGbk,,,,,,
Stressed Out,0.0462,0.734,202333,0.637,3CRDbSIZ4r5MsZ0YwxuEkn,2.29E-05,4,0.0602,-5.677,,0,0.141,169.977,4,https://api.spotify.com/v1/tracks/3CRDbSIZ4r5MsZ0YwxuEkn,,0.648,,,5/15/15,,3CRDbSIZ4r5MsZ0YwxuEkn,,,,,,
Cake By The Ocean,0.156,0.774,219146,0.765,76hfruVvmfQbw0eYn1nmeC,0,4,0.0373,-5.439,,0,0.0502,119.001,4,https://api.spotify.com/v1/tracks/76hfruVvmfQbw0eYn1nmeC,,0.917,,,11/18/16,,76hfruVvmfQbw0eYn1nmeC,,,,,,
Love Yourself,0.856,0.607,233720,0.376,50kpGaPAhYJ3sGmk6vplg0,0,4,0.285,-9.954,,1,0.453,102.541,4,https://api.spotify.com/v1/tracks/50kpGaPAhYJ3sGmk6vplg0,,0.545,,,11/13/15,,50kpGaPAhYJ3sGmk6vplg0,,,,,,
Let It Go,0.818,0.546,260533,0.311,13HVjjWUZFaWilh2QUJKsP,1.65E-05,1,0.107,-10.396,,1,0.0288,147.464,4,https://api.spotify.com/v1/tracks/13HVjjWUZFaWilh2QUJKsP,,0.246,,,12/15/14,,13HVjjWUZFaWilh2QUJKsP,,,,,,
Dangerous Woman,0.0529,0.662,235946,0.602,7l94dyN2hX9c6wWcZQuOGJ,0,4,0.356,-5.369,,0,0.0401,133.969,3,https://api.spotify.com/v1/tracks/7l94dyN2hX9c6wWcZQuOGJ,,0.29,,,5/20/16,,7l94dyN2hX9c6wWcZQuOGJ,,,,,,
My House,0.0215,0.688,192190,0.702,6Knv6wdA0luoMUuuoYi2i1,0,7,0.128,-4.792,,0,0.0499,94.006,4,https://api.spotify.com/v1/tracks/6Knv6wdA0luoMUuuoYi2i1,,0.74,,,4/7/15,,6Knv6wdA0luoMUuuoYi2i1,,,,,,
Lost Boy,0.965,0.71,275280,0.0565,4h0zU3O9R5xzuTmNO7dNDU,0,7,0.0889,-15.099,,1,0.0534,123.994,4,https://api.spotify.com/v1/tracks/4h0zU3O9R5xzuTmNO7dNDU,,0.348,,,8/21/15,,4h0zU3O9R5xzuTmNO7dNDU,,,,,,
Never Forget You,0.00312,0.583,213427,0.732,6hmhG1b4LEyNuashVvuIAo,9.86E-06,11,0.269,-5.728,,0,0.0457,145.992,4,https://api.spotify.com/v1/tracks/6hmhG1b4LEyNuashVvuIAo,,0.276,,,3/17/17,,6hmhG1b4LEyNuashVvuIAo,,,,,,
"Me, Myself & I",0.0186,0.757,251466,0.672,40YcuQysJ0KlGQTeGUosTC,0,0,0.158,-6.524,,0,0.0955,111.996,4,https://api.spotify.com/v1/tracks/40YcuQysJ0KlGQTeGUosTC,,0.382,,,12/4/15,,40YcuQysJ0KlGQTeGUosTC,,,,,,
PILLOWTALK,0.117,0.584,202746,0.7,0PDUDa38GO8lMxLCRc4lL1,0,11,0.0939,-4.275,,1,0.0456,124.944,4,https://api.spotify.com/v1/tracks/0PDUDa38GO8lMxLCRc4lL1,,0.438,,,3/25/16,,0PDUDa38GO8lMxLCRc4lL1,,,,,,
Cut It (feat. Young Dolph),0.135,0.875,222600,0.673,376KnY4TrgBITxjlnbnmIy,0,7,0.292,-4.184,,1,0.0932,130,4,https://api.spotify.com/v1/tracks/376KnY4TrgBITxjlnbnmIy,,0.231,,,9/25/15,,376KnY4TrgBITxjlnbnmIy,,,,,,
oui,0.192,0.715,238320,0.703,0PJIbOdMs3bd5AT8liULMQ,0,5,0.113,-3.825,,1,0.0503,119.749,4,https://api.spotify.com/v1/tracks/0PJIbOdMs3bd5AT8liULMQ,,0.596,,,12/4/15,,0PJIbOdMs3bd5AT8liULMQ,,,,,,
Really Really,0.00427,0.762,232093,0.666,10I3CmmwT0BkOVhduDy53o,0,0,0.127,-6.055,,1,0.0916,118.97,4,https://api.spotify.com/v1/tracks/10I3CmmwT0BkOVhduDy53o,,0.278,,,1/29/16,,10I3CmmwT0BkOVhduDy53o,,,,,,
2 Phones,0.157,0.895,240000,0.681,0wdKiSBUT7aZkXUIdJWcwC,0,7,0.189,-5.267,,0,0.358,121.918,4,https://api.spotify.com/v1/tracks/0wdKiSBUT7aZkXUIdJWcwC,,0.554,,,1/29/16,,0wdKiSBUT7aZkXUIdJWcwC,,,,,,
Exchange,0.108,0.53,194613,0.433,43PuMrRfbyyuz4QpZ3oAwN,0,6,0.135,-10.598,,1,0.185,160.14,4,https://api.spotify.com/v1/tracks/43PuMrRfbyyuz4QpZ3oAwN,,0.274,,,10/2/15,,43PuMrRfbyyuz4QpZ3oAwN,,,,,,
One Call Away,0.403,0.667,194453,0.613,7soJgKhQTO8hLP2JPRkL5O,0,1,0.115,-5.353,,1,0.0344,91.024,4,https://api.spotify.com/v1/tracks/7soJgKhQTO8hLP2JPRkL5O,,0.47,,,1/29/16,,7soJgKhQTO8hLP2JPRkL5O,,,,,,
Stitches,0.0152,0.746,206880,0.754,5jsw9uXEGuKyJzs0boZ1bT,0,1,0.0486,-6.681,,1,0.067,149.882,4,https://api.spotify.com/v1/tracks/5jsw9uXEGuKyJzs0boZ1bT,,0.764,,,4/14/15,,5jsw9uXEGuKyJzs0boZ1bT,,,,,,
Don't Hurt Yourself,0.346,0.635,221688,0.459,0W2BbMWtcElQhaROLbzXTU,0,11,0.111,-7.932,,1,0.0346,130.036,4,https://api.spotify.com/v1/tracks/0W2BbMWtcElQhaROLbzXTU,,0.365,,,4/13/17,,0W2BbMWtcElQhaROLbzXTU,,,,,,
Jumpman,0.0563,0.852,205879,0.553,27GmP9AWRs744SzKcpJsTZ,0,1,0.332,-7.286,,1,0.187,142.072,4,https://api.spotify.com/v1/tracks/27GmP9AWRs744SzKcpJsTZ,,0.656,,,9/20/15,,27GmP9AWRs744SzKcpJsTZ,,,,,,
Little Red Corvette,0.235,0.777,188613,0.7,6X4JeTWCuKEzKOEHXDtyBo,8.02E-06,1,0.836,-11.045,,1,0.0869,122.94,4,https://api.spotify.com/v1/tracks/6X4JeTWCuKEzKOEHXDtyBo,,0.802,,,11/22/16,,6X4JeTWCuKEzKOEHXDtyBo,,,,,,
Down In the DM,0.00157,0.776,182733,0.662,1LxKKYsJNPeBdOwdudsJzv,2.10E-05,1,0.0887,-7.016,,0,0.0489,152.927,4,https://api.spotify.com/v1/tracks/1LxKKYsJNPeBdOwdudsJzv,,0.324,,,2/19/16,,1LxKKYsJNPeBdOwdudsJzv,,,,,,
Hands To Myself,0.0147,0.811,200680,0.499,1LoriJC05IrHIDwj3q0KC1,2.44E-06,5,0.342,-7.161,,0,0.118,111.016,4,https://api.spotify.com/v1/tracks/1LoriJC05IrHIDwj3q0KC1,,0.466,,,10/9/15,,1LoriJC05IrHIDwj3q0KC1,,,,,,
The Hills,0.0671,0.58,242253,0.565,7fBv7CLKzipRk6EC6TWHOB,0,0,0.135,-7.065,,0,0.0488,112.986,4,https://api.spotify.com/v1/tracks/7fBv7CLKzipRk6EC6TWHOB,,0.138,,,8/28/15,,7fBv7CLKzipRk6EC6TWHOB,,,,,,
Die A Happy Man,0.381,0.66,227426,0.383,5kNe7PE09d6Kvw5pAsx23n,0,2,0.119,-9.377,,1,0.0304,83.096,4,https://api.spotify.com/v1/tracks/5kNe7PE09d6Kvw5pAsx23n,,0.381,,,9/25/15,,5kNe7PE09d6Kvw5pAsx23n,,,,,,
Hotline Bling,0.00302,0.903,267066,0.621,0wwPcA6wtMf6HUMpIRdeP7,0.000186,2,0.0504,-8.132,,1,0.0578,134.969,4,https://api.spotify.com/v1/tracks/0wwPcA6wtMf6HUMpIRdeP7,,0.553,,,5/6/16,,0wwPcA6wtMf6HUMpIRdeP7,,,,,,
679 (feat. Remy Boyz),0.00256,0.618,196693,0.717,5NQbUaeTEOGdD6hHcre0dZ,0,7,0.625,-5.738,,1,0.318,190.05,4,https://api.spotify.com/v1/tracks/5NQbUaeTEOGdD6hHcre0dZ,,0.603,,,6/29/15,,5NQbUaeTEOGdD6hHcre0dZ,,,,,,
Like I'm Gonna Lose You,0.4,0.63,225053,0.53,2YlZnw2ikdb837oKMKjBkW,0,0,0.177,-7.259,,1,0.0434,108.038,3,https://api.spotify.com/v1/tracks/2YlZnw2ikdb837oKMKjBkW,,0.417,,,1/9/15,,2YlZnw2ikdb837oKMKjBkW,,,,,,
Say It,0.0862,0.546,237786,0.529,2Gyc6e2cLxA5hoX1NOvYnU,6.50E-06,11,0.124,-10.511,,0,0.0583,107.331,4,https://api.spotify.com/v1/tracks/2Gyc6e2cLxA5hoX1NOvYnU,,0.247,,,8/19/16,,2Gyc6e2cLxA5hoX1NOvYnU,,,,,,
What Do You Mean?,0.61,0.837,205680,0.571,4B0JvthVoAAuygILe3n4Bs,0.000898,5,0.0849,-8.273,,0,0.0922,125.034,4,https://api.spotify.com/v1/tracks/4B0JvthVoAAuygILe3n4Bs,,0.801,,,11/13/15,,4B0JvthVoAAuygILe3n4Bs,,,,,,
White Iverson,0.233,0.675,256533,0.562,6eT7xZZlB2mwyzJ2sUKG6w,0,7,0.0816,-7.678,,1,0.0352,130.098,4,https://api.spotify.com/v1/tracks/6eT7xZZlB2mwyzJ2sUKG6w,,0.309,,,12/9/16,,6eT7xZZlB2mwyzJ2sUKG6w,,,,,,
Ex's & Oh's,0.0183,0.612,202173,0.921,70eDxAyAraNTiD6lx2ZEnH,0,7,0.0576,-2.879,,1,0.0848,139.986,4,https://api.spotify.com/v1/tracks/70eDxAyAraNTiD6lx2ZEnH,,0.453,,,2/13/15,,70eDxAyAraNTiD6lx2ZEnH,,,,,,
Hide Away,0.225,0.885,192376,0.801,0uyZ5ckiIUbFZd3P6RWmrj,1.65E-06,11,0.0733,-4.716,,0,0.0882,95.011,4,https://api.spotify.com/v1/tracks/0uyZ5ckiIUbFZd3P6RWmrj,,0.466,,,10/7/16,,0uyZ5ckiIUbFZd3P6RWmrj,,,,,,
Same Old Love,0.0223,0.672,229080,0.593,1BZG99C7Co1r6QUC3zaS59,0,11,0.214,-4.01,,0,0.0304,98.02,4,https://api.spotify.com/v1/tracks/1BZG99C7Co1r6QUC3zaS59,,0.438,,,10/9/15,,1BZG99C7Co1r6QUC3zaS59,,,,,,
Can't Feel My Face,0.112,0.705,213520,0.769,22VdIZQfgXJea34mQxlt81,0,9,0.105,-5.526,,0,0.0426,107.939,4,https://api.spotify.com/v1/tracks/22VdIZQfgXJea34mQxlt81,,0.59,,,8/28/15,,22VdIZQfgXJea34mQxlt81,,,,,,
Antidote,0.00767,0.713,262693,0.526,1wHZx0LgzFHyeIZkUydNXq,0.000148,1,0.124,-5.046,,1,0.032,131.05,4,https://api.spotify.com/v1/tracks/1wHZx0LgzFHyeIZkUydNXq,,0.131,,,9/4/15,,1wHZx0LgzFHyeIZkUydNXq,,,,,,
Lean On,0.00346,0.723,176561,0.809,5wldXGLEOoRXxMWJ8rIUWE,0.00123,7,0.565,-3.081,,0,0.0625,98.007,4,https://api.spotify.com/v1/tracks/5wldXGLEOoRXxMWJ8rIUWE,,0.274,,,6/1/15,,5wldXGLEOoRXxMWJ8rIUWE,,,,,,
See You Again,0.371,0.558,180386,0.559,7KA4W4McWYRpgf0fWsJZWB,7.49E-06,6,0.109,-9.222,,1,0.0959,78.558,4,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,,0.62,,,7/21/17,,7KA4W4McWYRpgf0fWsJZWB,,,,,,
Wildest Dreams,0.0709,0.553,220440,0.664,59HjlYCeBsxdI0fcm3zglw,0.0056,8,0.106,-7.417,,1,0.0741,140.06,4,https://api.spotify.com/v1/tracks/59HjlYCeBsxdI0fcm3zglw,,0.467,,,10/27/14,,59HjlYCeBsxdI0fcm3zglw,,,,,,
Break Up In A Small Town,0.0749,0.579,229880,0.776,7aftSOGSOpSoIlVAQVBb71,0,8,0.239,-5.365,,1,0.173,136.044,4,https://api.spotify.com/v1/tracks/7aftSOGSOpSoIlVAQVBb71,,0.434,,,10/27/14,,7aftSOGSOpSoIlVAQVBb71,,,,,,
Uptown Funk,0.00801,0.856,269666,0.609,32OlwWuMpZ6b0aN2RZOeMS,8.15E-05,0,0.0344,-7.223,,1,0.0824,114.988,4,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,,0.928,,,1/12/15,,32OlwWuMpZ6b0aN2RZOeMS,,,,,,
No Role Modelz,0.302,0.696,292986,0.521,62vpWI1CHwFy7tMIcSStl8,0,10,0.0565,-8.465,,0,0.332,100,4,https://api.spotify.com/v1/tracks/62vpWI1CHwFy7tMIcSStl8,,0.458,,,12/9/14,,62vpWI1CHwFy7tMIcSStl8,,,,,,
Locked Away,0.328,0.508,227280,0.677,0sQLhT32E9ZG2zn5iYR6nN,0,1,0.0491,-5.696,,1,0.0656,121.928,5,https://api.spotify.com/v1/tracks/0sQLhT32E9ZG2zn5iYR6nN,,0.575,,,6/29/15,,0sQLhT32E9ZG2zn5iYR6nN,,,,,,
Trap Queen,0.0244,0.746,222093,0.873,2d8JP84HNLKhmd6IYOoupQ,0,7,0.354,-3.803,,1,0.128,148.075,4,https://api.spotify.com/v1/tracks/2d8JP84HNLKhmd6IYOoupQ,,0.817,,,9/25/15,,2d8JP84HNLKhmd6IYOoupQ,,,,,,
Where Are Ü Now (with Justin Bieber),0.041,0.432,250285,0.781,66hayvUbTotekKU3H4ta1f,4.21E-06,4,0.0789,-4.038,,0,0.0567,139.432,4,https://api.spotify.com/v1/tracks/66hayvUbTotekKU3H4ta1f,,0.197,,,2/24/15,,66hayvUbTotekKU3H4ta1f,,,,,,
Where Ya At,0.0933,0.813,208026,0.453,5nN8BwAQDJDguq7Dpd3JQQ,0,1,0.14,-6.941,,1,0.338,161.997,4,https://api.spotify.com/v1/tracks/5nN8BwAQDJDguq7Dpd3JQQ,,0.191,,,7/17/15,,5nN8BwAQDJDguq7Dpd3JQQ,,,,,,
Burning House,0.887,0.728,231333,0.253,2zhk0kypGeOPsaaZcjyc14,1.11E-05,0,0.133,-8.427,,1,0.0304,140.923,4,https://api.spotify.com/v1/tracks/2zhk0kypGeOPsaaZcjyc14,,0.457,,,12/11/15,,2zhk0kypGeOPsaaZcjyc14,,,,,,
Hit the Quan - Original Version,0.000235,0.741,181080,0.488,4OjuzM3rTWp3q60mEldNSF,0,8,0.0488,-8.253,,1,0.362,160.018,4,https://api.spotify.com/v1/tracks/4OjuzM3rTWp3q60mEldNSF,,0.625,,,10/9/15,,4OjuzM3rTWp3q60mEldNSF,,,,,,
Cheerleader - Felix Jaehn Remix Radio Edit,0.141,0.78,180560,0.68,023OVLNzXhX0j7CxswUt6D,1.20E-05,4,0.138,-6.081,,1,0.0305,118.026,4,https://api.spotify.com/v1/tracks/023OVLNzXhX0j7CxswUt6D,,0.594,,,10/16/15,,023OVLNzXhX0j7CxswUt6D,,,,,,
Drag Me Down,0.109,0.73,192120,0.703,2K87XMYnUMqLcX3zvtAF4G,0,0,0.0657,-5.672,,0,0.0369,138.113,4,https://api.spotify.com/v1/tracks/2K87XMYnUMqLcX3zvtAF4G,,0.595,,,11/13/15,,2K87XMYnUMqLcX3zvtAF4G,,,,,,
Caroline,0.17,0.941,209640,0.335,5hTpBe8h35rJ67eAWHQsJx,0,5,0.262,-10.179,,0,0.505,120.041,4,https://api.spotify.com/v1/tracks/5hTpBe8h35rJ67eAWHQsJx,,0.707,,,7/28/17,,5hTpBe8h35rJ67eAWHQsJx,,,,,,
"Mary, Did You Know?",0.302,0.497,203373,0.312,4z8sz6E4YyFuEkv5o7IJni,0,11,0.0968,-9.088,,0,0.0269,105.036,4,https://api.spotify.com/v1/tracks/4z8sz6E4YyFuEkv5o7IJni,,0.177,,,10/30/15,,4z8sz6E4YyFuEkv5o7IJni,,,,,,
Renegades,0.0144,0.526,195200,0.862,0fYVliAYKHuPmECRs1pbRf,0.0597,2,0.229,-6.003,,1,0.0905,90.052,4,https://api.spotify.com/v1/tracks/0fYVliAYKHuPmECRs1pbRf,,0.528,,,6/30/15,,0fYVliAYKHuPmECRs1pbRf,,,,,,
I'm Comin' Over,0.0282,0.575,197280,0.845,0H04yVa3DJxoXbLBpAb7iV,0,10,0.0814,-3.838,,1,0.035,127.997,4,https://api.spotify.com/v1/tracks/0H04yVa3DJxoXbLBpAb7iV,,0.376,,,11/13/15,,0H04yVa3DJxoXbLBpAb7iV,,,,,,
My Way (feat. Monty),0.00419,0.748,213053,0.741,1WoOzgvz6CgH4pX6a1RKGp,0,6,0.147,-3.103,,1,0.0531,128.077,4,https://api.spotify.com/v1/tracks/1WoOzgvz6CgH4pX6a1RKGp,,0.537,,,9/25/15,,1WoOzgvz6CgH4pX6a1RKGp,,,,,,
Photograph,0.607,0.614,258986,0.379,1HNkqx9Ahdgi1Ixy2xkKkL,0.000464,4,0.0986,-10.48,,1,0.0476,107.989,4,https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL,,0.201,,,6/21/14,,1HNkqx9Ahdgi1Ixy2xkKkL,,,,,,
Fight Song,0.0549,0.564,204013,0.714,37f4ITSlgPX81ad2EvmVQr,0,7,0.155,-4.987,,1,0.129,175.924,4,https://api.spotify.com/v1/tracks/37f4ITSlgPX81ad2EvmVQr,,0.33,,,1/1/16,,37f4ITSlgPX81ad2EvmVQr,,,,,,
Shut Up and Dance,0.00701,0.578,199080,0.866,4kbj5MwxO1bq9wjT5g9HaA,0,1,0.257,-3.804,,1,0.0619,128.038,4,https://api.spotify.com/v1/tracks/4kbj5MwxO1bq9wjT5g9HaA,,0.619,,,11/24/14,,4kbj5MwxO1bq9wjT5g9HaA,,,,,,
Thinking Out Loud,0.474,0.781,281560,0.445,34gCuhDGsG4bRPIf9bb02f,0,2,0.184,-6.061,,1,0.0295,78.998,4,https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,,0.591,,,6/21/14,,34gCuhDGsG4bRPIf9bb02f,,,,,,
Thriller,0.0816,0.764,358053,0.887,7azo4rpSUh8nXgtonC6Pkq,0.000108,11,0.847,-3.725,,1,0.0738,118.421,4,https://api.spotify.com/v1/tracks/7azo4rpSUh8nXgtonC6Pkq,,0.721,,,9/27/17,,7azo4rpSUh8nXgtonC6Pkq,,,,,,
Want to Want Me,0.00906,0.775,207719,0.68,7oGZAicScQt96OAW4AruYy,0,0,0.109,-5.508,,0,0.0629,114.025,4,https://api.spotify.com/v1/tracks/7oGZAicScQt96OAW4AruYy,,0.656,,,5/29/15,,7oGZAicScQt96OAW4AruYy,,,,,,
"Flex (Ooh, Ooh, Ooh)",0.038,0.728,176674,0.62,2LLFl56eIFGFlnrplUC26f,0,2,0.342,-7.533,,1,0.0434,81.998,4,https://api.spotify.com/v1/tracks/2LLFl56eIFGFlnrplUC26f,,0.885,,,6/2/15,,2LLFl56eIFGFlnrplUC26f,,,,,,
Worth It,0.063,0.884,224573,0.765,41Fflg7qHiVOD6dEPvsCzO,7.04E-06,8,0.118,-3.865,,1,0.0882,99.987,4,https://api.spotify.com/v1/tracks/41Fflg7qHiVOD6dEPvsCzO,,0.594,,,1/30/15,,41Fflg7qHiVOD6dEPvsCzO,,,,,,
Bad Blood,0.0871,0.652,211933,0.802,273dCMFseLcVsoSWx59IoE,6.45E-06,7,0.148,-6.114,,1,0.181,170.157,4,https://api.spotify.com/v1/tracks/273dCMFseLcVsoSWx59IoE,,0.295,,,10/27/14,,273dCMFseLcVsoSWx59IoE,,,,,,
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",0.391,0.66,252226,0.382,2PIvq1pGrUjY007X5y1UpM,0,2,0.0972,-5.919,,0,0.0304,119.875,3,https://api.spotify.com/v1/tracks/2PIvq1pGrUjY007X5y1UpM,,0.436,,,12/23/14,,2PIvq1pGrUjY007X5y1UpM,,,,,,
Planez,0.674,0.65,240320,0.557,08zJpaUQVi9FrKv2e32Bah,0,1,0.11,-7.762,,1,0.312,129.285,4,https://api.spotify.com/v1/tracks/08zJpaUQVi9FrKv2e32Bah,,0.4,,,12/4/15,,08zJpaUQVi9FrKv2e32Bah,,,,,,
Uma Thurman,0.119,0.623,211573,0.956,5PUawWFG1oIS2NwEcyHaCr,0.000227,4,0.617,-2.608,,0,0.0753,149.958,4,https://api.spotify.com/v1/tracks/5PUawWFG1oIS2NwEcyHaCr,,0.739,,,1/20/15,,5PUawWFG1oIS2NwEcyHaCr,,,,,,
Classic Man,0.185,0.79,226000,0.585,3G7XYAwtxtoGK7fAm4IlD9,0,8,0.292,-6.058,,1,0.0348,94.072,4,https://api.spotify.com/v1/tracks/3G7XYAwtxtoGK7fAm4IlD9,,0.585,,,2/3/15,,3G7XYAwtxtoGK7fAm4IlD9,,,,,,
"Honey, I'm Good.",0.0324,0.752,199263,0.775,4MflGTO2ZTcSQ12bWcyRgI,0,9,0.351,-7.289,,1,0.0546,122.014,4,https://api.spotify.com/v1/tracks/4MflGTO2ZTcSQ12bWcyRgI,,0.595,,,8/5/14,,4MflGTO2ZTcSQ12bWcyRgI,,,,,,
Post To Be (feat. Chris Brown & Jhene Aiko),0.0697,0.733,226580,0.676,0fgZUSa7D7aVvv3GfO0A1n,0,10,0.208,-5.655,,0,0.0432,97.448,4,https://api.spotify.com/v1/tracks/0fgZUSa7D7aVvv3GfO0A1n,,0.701,,,12/2/14,,0fgZUSa7D7aVvv3GfO0A1n,,,,,,
Bitch Better Have My Money,0.000812,0.552,191938,0.938,27pdYORBXUxj1ycvjtMbdl,0.0266,6,0.12,-4.12,,1,0.0428,98.025,4,https://api.spotify.com/v1/tracks/27pdYORBXUxj1ycvjtMbdl,,0.63,,,6/24/16,,27pdYORBXUxj1ycvjtMbdl,,,,,,
"Love Me Like You Do - From ""Fifty Shades Of Grey""",0.247,0.262,252534,0.606,2l8w0zZVn4AZNuzrht7MRT,0,8,0.125,-6.646,,1,0.0484,189.857,4,https://api.spotify.com/v1/tracks/2l8w0zZVn4AZNuzrht7MRT,,0.275,,,11/13/15,,2l8w0zZVn4AZNuzrht7MRT,,,,,,
Talking Body,0.0966,0.736,238426,0.761,2tpfxAXiI52znho4WE3XFA,0,4,0.0823,-5.449,,0,0.0338,119.999,4,https://api.spotify.com/v1/tracks/2tpfxAXiI52znho4WE3XFA,,0.114,,,9/24/14,,2tpfxAXiI52znho4WE3XFA,,,,,,
You Know You Like It,0.0113,0.426,247266,0.722,57kR5SniQIbsbVoIjjOUDa,1.27E-06,5,0.262,-5.369,,0,0.196,196.133,4,https://api.spotify.com/v1/tracks/57kR5SniQIbsbVoIjjOUDa,,0.25,,,10/14/14,,57kR5SniQIbsbVoIjjOUDa,,,,,,
Slow Motion,0.679,0.733,197854,0.408,4NYwy0R3NdvORX2B6OZXBT,3.92E-05,7,0.11,-7.834,,0,0.0388,94.947,4,https://api.spotify.com/v1/tracks/4NYwy0R3NdvORX2B6OZXBT,,0.291,,,6/23/15,,4NYwy0R3NdvORX2B6OZXBT,,,,,,
Take Your Time,0.101,0.558,243706,0.719,6DEaND0SHv3sC11xobZLiy,0,11,0.212,-5.603,,1,0.0419,158.031,4,https://api.spotify.com/v1/tracks/6DEaND0SHv3sC11xobZLiy,,0.483,,,10/27/14,,6DEaND0SHv3sC11xobZLiy,,,,,,
Elastic Heart,0.0117,0.421,257200,0.791,5S9lfZu1YF8xKkgSsqL2Bd,1.48E-05,9,0.146,-4.998,,1,0.0496,130.075,4,https://api.spotify.com/v1/tracks/5S9lfZu1YF8xKkgSsqL2Bd,,0.499,,,5/1/15,,5S9lfZu1YF8xKkgSsqL2Bd,,,,,,
Girl Crush,0.842,0.5,193320,0.225,11qh54D0PKkBwelpDxxiEU,0,0,0.112,-10.22,,1,0.0302,173.788,3,https://api.spotify.com/v1/tracks/11qh54D0PKkBwelpDxxiEU,,0.355,,,10/21/14,,11qh54D0PKkBwelpDxxiEU,,,,,,
Shake It Off,0.0561,0.648,219200,0.785,5xTtaWoae3wi06K5WfVUUH,0,7,0.148,-5.414,,1,0.165,160.02,4,https://api.spotify.com/v1/tracks/5xTtaWoae3wi06K5WfVUUH,,0.943,,,10/27/14,,5xTtaWoae3wi06K5WfVUUH,,,,,,
Blank Space,0.085,0.752,231826,0.678,1p80LdxRV74UKvL8gnD7ky,1.64E-06,5,0.13,-5.421,,1,0.0646,96.009,4,https://api.spotify.com/v1/tracks/1p80LdxRV74UKvL8gnD7ky,,0.583,,,10/27/14,,1p80LdxRV74UKvL8gnD7ky,,,,,,
Budapest,0.0846,0.717,200733,0.455,7q0aQpiLv5tIsupcgQ3Ny4,0,5,0.11,-8.303,,1,0.0276,127.81,4,https://api.spotify.com/v1/tracks/7q0aQpiLv5tIsupcgQ3Ny4,,0.389,,,1/20/15,,7q0aQpiLv5tIsupcgQ3Ny4,,,,,,
Dear Future Husband,0.375,0.655,184226,0.782,3cU2wBxuV6nFiuf6PJZNlC,0,1,0.317,-4.789,,1,0.185,79.427,4,https://api.spotify.com/v1/tracks/3cU2wBxuV6nFiuf6PJZNlC,,0.832,,,1/9/15,,3cU2wBxuV6nFiuf6PJZNlC,,,,,,
