track,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,,mode,speechiness,tempo,time_signature,track_href,,valence,,,,,song_id,,,,,,
Rock Your Body,0.202,0.891,267266,0.714,1AWQoqb9bSvzTjaLralEkT,0.000234,4,0.0521,-6.055,,0,0.14,100.972,4,https://api.spotify.com/v1/tracks/1AWQoqb9bSvzTjaLralEkT,,0.818,,,11/4/02,,1AWQoqb9bSvzTjaLralEkT,,,,,,
Can't Let You Go (feat. Mike Shorey & Lil' Mo),0.231,0.646,223973,0.6,6lrRIfQDcikJ5y5DtyZPuJ,0,9,0.0794,-6.569,,1,0.458,192.082,4,https://api.spotify.com/v1/tracks/6lrRIfQDcikJ5y5DtyZPuJ,,0.811,,,2/1/03,,6lrRIfQDcikJ5y5DtyZPuJ,,,,,,
No Letting Go,0.0479,0.495,202013,0.819,5dWfl2PBpKHpBVdz95wxK1,0.000215,5,0.177,-5.656,,0,0.0444,100.213,4,https://api.spotify.com/v1/tracks/5dWfl2PBpKHpBVdz95wxK1,,0.318,,,2003,,5dWfl2PBpKHpBVdz95wxK1,,,,,,
In Da Club,0.283,0.865,193466,0.73,4RY96Asd9IefaL3X4LOLZ8,0,6,0.0753,-2.813,,0,0.373,90.096,4,https://api.spotify.com/v1/tracks/4RY96Asd9IefaL3X4LOLZ8,,0.808,,,1/1/03,,4RY96Asd9IefaL3X4LOLZ8,,,,,,
How You Gonna Act Like That,0.107,0.733,294693,0.521,3OUApyz3jDB3syGUNGqB1d,0,3,0.0692,-3.657,,0,0.0457,112.913,4,https://api.spotify.com/v1/tracks/3OUApyz3jDB3syGUNGqB1d,,0.525,,,12/1/02,,3OUApyz3jDB3syGUNGqB1d,,,,,,
Your Body Is a Wonderland,0.0206,0.647,249626,0.729,7vFv0yFGMJW3qVXbAd9BK9,0.0489,5,0.134,-6.251,,1,0.0236,94.01,4,https://api.spotify.com/v1/tracks/7vFv0yFGMJW3qVXbAd9BK9,,0.687,,,8/16/01,,7vFv0yFGMJW3qVXbAd9BK9,,,,,,
"Bump, Bump, Bump",0.0956,0.833,282533,0.681,74jMwg2zsFMICzW3Wems6h,0,1,0.0414,-6.028,,0,0.215,95.48,4,https://api.spotify.com/v1/tracks/74jMwg2zsFMICzW3Wems6h,,0.887,,,2004,,74jMwg2zsFMICzW3Wems6h,,,,,,
Sick Of Being Lonely,0.00202,0.706,229160,0.909,0Nv2fnDgOR1ld5SN670Jst,2.16E-05,8,0.275,-4.984,,1,0.112,173.819,4,https://api.spotify.com/v1/tracks/0Nv2fnDgOR1ld5SN670Jst,,0.808,,,1/1/02,,0Nv2fnDgOR1ld5SN670Jst,,,,,,
Don't Mess With My Man,0.114,0.879,213226,0.73,39YovPslPCXbFYhlYjsZ2Y,0,11,0.241,-4.369,,0,0.164,99.925,4,https://api.spotify.com/v1/tracks/39YovPslPCXbFYhlYjsZ2Y,,0.885,,,12/10/02,,39YovPslPCXbFYhlYjsZ2Y,,,,,,
"Wanksta - From ""8 Mile"" Soundtrack",0.0224,0.81,219400,0.868,6rpNe6gSkmiYW6BfSFATi5,0,1,0.145,-3.521,,1,0.156,81.018,4,https://api.spotify.com/v1/tracks/6rpNe6gSkmiYW6BfSFATi5,,0.884,,,1/1/03,,6rpNe6gSkmiYW6BfSFATi5,,,,,,
19 Somethin' - Greatest Hits Version,0.184,0.588,200466,0.813,0ElpjZyX8YBiXuYcDC1Ci9,0,4,0.0783,-5.042,,1,0.076,90.072,4,https://api.spotify.com/v1/tracks/0ElpjZyX8YBiXuYcDC1Ci9,,0.818,,,1/1/02,,0ElpjZyX8YBiXuYcDC1Ci9,,,,,,
Air Force Ones,0.087,0.777,304000,0.474,7kAFSrTIOiVZ0gnHBuAH3l,0,4,0.089,-10.211,,0,0.316,164.123,4,https://api.spotify.com/v1/tracks/7kAFSrTIOiVZ0gnHBuAH3l,,0.63,,,6/25/02,,7kAFSrTIOiVZ0gnHBuAH3l,,,,,,
Underneath It All,0.247,0.73,302720,0.71,4Ctmbw1hJks6cPrr6x8FbC,1.49E-06,4,0.39,-4.978,,1,0.0814,138.136,4,https://api.spotify.com/v1/tracks/4Ctmbw1hJks6cPrr6x8FbC,,0.875,,,2001,,4Ctmbw1hJks6cPrr6x8FbC,,,,,,
She Hates Me,0.00875,0.575,216640,0.746,1uwTmwkjv7wFImfzegvdI6,0,4,0.768,-5.393,,1,0.0326,109.789,4,https://api.spotify.com/v1/tracks/1uwTmwkjv7wFImfzegvdI6,,0.607,,,1/1/01,,1uwTmwkjv7wFImfzegvdI6,,,,,,
Lose Yourself - Soundtrack Version,0.00704,0.698,326466,0.732,5Z01UMMf7V1o0MzF86s6WJ,0.000647,2,0.359,-4.522,,1,0.266,171.431,4,https://api.spotify.com/v1/tracks/5Z01UMMf7V1o0MzF86s6WJ,,0.0689,,,12/6/05,,5Z01UMMf7V1o0MzF86s6WJ,,,,,,
Dontchange - Album Version (Edited),0.19,0.564,308560,0.555,3DkaXDmC0qaFNAxgLMuwX4,0,4,0.087,-6.611,,1,0.0345,101.884,4,https://api.spotify.com/v1/tracks/3DkaXDmC0qaFNAxgLMuwX4,,0.196,,,1/1/02,,3DkaXDmC0qaFNAxgLMuwX4,,,,,,
Jenny from the Block - Track Masters Remix,0.00833,0.844,187840,0.754,4ZOyH6KjomjlqCz3oFqglr,3.42E-06,6,0.0575,-5.46,,1,0.207,100.002,4,https://api.spotify.com/v1/tracks/4ZOyH6KjomjlqCz3oFqglr,,0.961,,,11/26/02,,4ZOyH6KjomjlqCz3oFqglr,,,,,,
She'll Leave You With A Smile - 2001 Version,0.602,0.628,178760,0.566,0sKXWw2C1m3RMl4AX6JLlF,0.000216,4,0.202,-7.23,,1,0.0224,97.998,4,https://api.spotify.com/v1/tracks/0sKXWw2C1m3RMl4AX6JLlF,,0.501,,,1/1/01,,0sKXWw2C1m3RMl4AX6JLlF,,,,,,
Dilemma,0.211,0.725,289173,0.534,0ARK753YaiJbpLUk7z5yIM,2.91E-05,2,0.221,-8.364,,0,0.167,168.119,4,https://api.spotify.com/v1/tracks/0ARK753YaiJbpLUk7z5yIM,,0.621,,,6/25/02,,0ARK753YaiJbpLUk7z5yIM,,,,,,
Gimme The Light,0.141,0.778,228000,0.761,3SCVtAJq8li6HlKfM4M08u,4.61E-05,2,0.0441,-5.529,,1,0.0525,107.288,4,https://api.spotify.com/v1/tracks/3SCVtAJq8li6HlKfM4M08u,,0.923,,,11/12/02,,3SCVtAJq8li6HlKfM4M08u,,,,,,
One Last Breath,0.00841,0.386,238240,0.677,42T2QQv3xgBlpQxaSP7lnK,0.00366,2,0.341,-5.83,,1,0.0346,126.602,4,https://api.spotify.com/v1/tracks/42T2QQv3xgBlpQxaSP7lnK,,0.195,,,1/1/01,,42T2QQv3xgBlpQxaSP7lnK,,,,,,
Luv U Better,0.218,0.646,287000,0.812,0HJYzGavqzjiKMmm4F0UZv,0,6,0.299,-3.932,,1,0.254,95.014,4,https://api.spotify.com/v1/tracks/0HJYzGavqzjiKMmm4F0UZv,,0.694,,,10/8/02,,0HJYzGavqzjiKMmm4F0UZv,,,,,,
Complicated,0.0572,0.585,244506,0.776,5xEM5hIgJ1jjgcEBfpkt2F,7.74E-06,5,0.3,-5.898,,1,0.0459,77.987,4,https://api.spotify.com/v1/tracks/5xEM5hIgJ1jjgcEBfpkt2F,,0.427,,,9/6/02,,5xEM5hIgJ1jjgcEBfpkt2F,,,,,,
Po' Folks (feat. Anthony Hamilton),0.212,0.854,255226,0.847,22F01qwlQDpxjPN8UQFz8n,0,2,0.0894,-3.03,,1,0.258,86.062,4,https://api.spotify.com/v1/tracks/22F01qwlQDpxjPN8UQFz8n,,0.651,,,2/26/02,,22F01qwlQDpxjPN8UQFz8n,,,,,,
If You're Not The One,0.555,0.682,257160,0.547,4gJoAvFpDvaeqm2EKYGmhb,0,10,0.105,-7.705,,1,0.0318,120,4,https://api.spotify.com/v1/tracks/4gJoAvFpDvaeqm2EKYGmhb,,0.272,,,1/1/02,,4gJoAvFpDvaeqm2EKYGmhb,,,,,,
A Thousand Miles,0.323,0.56,237493,0.825,4w1lzcaoZ1IC2K5TwjalRP,0,11,0.161,-3.862,,1,0.0379,94.931,4,https://api.spotify.com/v1/tracks/4w1lzcaoZ1IC2K5TwjalRP,,0.268,,,4/30/02,,4w1lzcaoZ1IC2K5TwjalRP,,,,,,
Gangsta Lovin',0.0783,0.728,239266,0.826,0WgLpgUdThEpA5L5K0SKq7,0,1,0.101,-3.763,,0,0.0604,94.36,4,https://api.spotify.com/v1/tracks/0WgLpgUdThEpA5L5K0SKq7,,0.834,,,1/1/02,,0WgLpgUdThEpA5L5K0SKq7,,,,,,
"I Need a Girl Part 2 (feat. Loon, Ginuwine & Mario Winans)",0.421,0.713,285586,0.471,6Wt5QBzHp9vdSLAFlvdnDQ,0,1,0.0308,-7.392,,0,0.483,199.765,4,https://api.spotify.com/v1/tracks/6Wt5QBzHp9vdSLAFlvdnDQ,,0.781,,,3/9/04,,6Wt5QBzHp9vdSLAFlvdnDQ,,,,,,
Move B***h - Album Version (Edited),0.181,0.582,271626,0.743,6fFVzV0jguS49aVPd0rEeH,0,8,0.101,-5.598,,1,0.172,177.615,4,https://api.spotify.com/v1/tracks/6fFVzV0jguS49aVPd0rEeH,,0.133,,,1/1/01,,6fFVzV0jguS49aVPd0rEeH,,,,,,
Hot In Herre,0.218,0.965,228226,0.736,04KTF78FFg8sOHC1BADqbY,0,9,0.0595,-5.005,,0,0.144,107.07,4,https://api.spotify.com/v1/tracks/04KTF78FFg8sOHC1BADqbY,,0.921,,,6/25/02,,04KTF78FFg8sOHC1BADqbY,,,,,,
Soak Up The Sun,0.0418,0.715,292306,0.75,215JYyyUnrJ98NK3KEwu6d,0,4,0.139,-4.898,,1,0.0448,119.992,4,https://api.spotify.com/v1/tracks/215JYyyUnrJ98NK3KEwu6d,,0.71,,,4/8/02,,215JYyyUnrJ98NK3KEwu6d,,,,,,
Just a Friend 2002 - Radio Edit,0.00541,0.538,214200,0.677,2cxbxpHrND6i4uvUGVvC9J,0,0,0.236,-6.099,,1,0.187,132.346,5,https://api.spotify.com/v1/tracks/2cxbxpHrND6i4uvUGVvC9J,,0.913,,,7/22/02,,2cxbxpHrND6i4uvUGVvC9J,,,,,,
Foolish,0.358,0.477,227386,0.728,6zMUIb4uce1CzpbjR3vMdN,0,0,0.11,-5.71,,1,0.0831,89.209,4,https://api.spotify.com/v1/tracks/6zMUIb4uce1CzpbjR3vMdN,,0.69,,,1/1/02,,6zMUIb4uce1CzpbjR3vMdN,,,,,,
Still Fly,0.0349,0.674,335613,0.61,563vSy3HB5NHxel1VGQCW6,1.12E-05,11,0.343,-3.546,,1,0.227,177.943,4,https://api.spotify.com/v1/tracks/563vSy3HB5NHxel1VGQCW6,,0.548,,,1/1/02,,563vSy3HB5NHxel1VGQCW6,,,,,,
Wherever You Will Go,0.0367,0.558,208600,0.719,5QpaGzWp0hwB5faV8dkbAz,0,2,0.115,-5.113,,1,0.0267,112.027,4,https://api.spotify.com/v1/tracks/5QpaGzWp0hwB5faV8dkbAz,,0.371,,,2001,,5QpaGzWp0hwB5faV8dkbAz,,,,,,
Blurry,0.00916,0.431,304000,0.94,5ceGigL7CZQ3Ih6W8SIbv8,0,3,0.142,-4.462,,0,0.0563,157.477,4,https://api.spotify.com/v1/tracks/5ceGigL7CZQ3Ih6W8SIbv8,,0.484,,,1/1/01,,5ceGigL7CZQ3Ih6W8SIbv8,,,,,,
Halfcrazy - Album Version (Edited),0.428,0.488,254493,0.779,3oXNIpoUMdk8qGkwCeXqGv,0,11,0.0511,-6.49,,0,0.162,67.884,4,https://api.spotify.com/v1/tracks/3oXNIpoUMdk8qGkwCeXqGv,,0.499,,,1/1/02,,3oXNIpoUMdk8qGkwCeXqGv,,,,,,
Oh Boy,0.0287,0.75,204706,0.771,4gdQ8QShlC3toP9Mkc8DwB,0,11,0.109,-5.623,,1,0.21,83.064,4,https://api.spotify.com/v1/tracks/4gdQ8QShlC3toP9Mkc8DwB,,0.822,,,1/1/02,,4gdQ8QShlC3toP9Mkc8DwB,,,,,,
All You Wanted,0.00466,0.499,217680,0.72,0kr6d8wHDQPlzuET33NVn6,0.00303,8,0.122,-9.101,,1,0.0286,96.103,4,https://api.spotify.com/v1/tracks/0kr6d8wHDQPlzuET33NVn6,,0.652,,,7/31/01,,0kr6d8wHDQPlzuET33NVn6,,,,,,
Wasting My Time,0.00171,0.449,269306,0.776,5dpAN1mjFPL38kh9kWsCiw,0,2,0.0698,-5.594,,1,0.0322,148.11,4,https://api.spotify.com/v1/tracks/5dpAN1mjFPL38kh9kWsCiw,,0.198,,,2001,,5dpAN1mjFPL38kh9kWsCiw,,,,,,
How You Remind Me,0.00135,0.446,223840,0.764,0gmbgwZ8iqyMPmXefof8Yf,0,10,0.099,-5.042,,1,0.033,172.094,4,https://api.spotify.com/v1/tracks/0gmbgwZ8iqyMPmXefof8Yf,,0.543,,,9/11/01,,0gmbgwZ8iqyMPmXefof8Yf,,,,,,
U Don't Have to Call,0.0478,0.793,269400,0.568,5PCJldueshnwqQVjS16543,3.57E-05,1,0.0304,-4.958,,1,0.0459,100.005,4,https://api.spotify.com/v1/tracks/5PCJldueshnwqQVjS16543,,0.806,,,1/1/01,,5PCJldueshnwqQVjS16543,,,,,,
Don't Let Me Get Me - Radio Edit,0.00264,0.544,210626,0.849,0eXz79Tu1iKOtxAcN1WnvA,0,0,0.0371,-4.778,,0,0.094,98.376,4,https://api.spotify.com/v1/tracks/0eXz79Tu1iKOtxAcN1WnvA,,0.589,,,1/1/01,,0eXz79Tu1iKOtxAcN1WnvA,,,,,,
Bad Girlfriend,0.00298,0.504,205626,0.957,5m7on0zpnmeAXy72ANrmfU,0,0,0.187,-2.657,,1,0.0529,135.013,4,https://api.spotify.com/v1/tracks/5m7on0zpnmeAXy72ANrmfU,,0.676,,,4/1/08,,5m7on0zpnmeAXy72ANrmfU,,,,,,
Always On Time,0.205,0.607,245063,0.714,4hrae8atte6cRlSC9a7VCO,0,5,0.301,-6.007,,0,0.278,96.619,4,https://api.spotify.com/v1/tracks/4hrae8atte6cRlSC9a7VCO,,0.827,,,1/1/01,,4hrae8atte6cRlSC9a7VCO,,,,,,
My Sacrifice,0.000101,0.32,294600,0.88,2VSbEXqs6NbNiZSTcHlIDR,4.31E-06,2,0.076,-6.035,,1,0.0504,146.349,4,https://api.spotify.com/v1/tracks/2VSbEXqs6NbNiZSTcHlIDR,,0.257,,,1/1/01,,2VSbEXqs6NbNiZSTcHlIDR,,,,,,
Can't Fight The Moonlight,0.403,0.628,215506,0.834,10FP9hm2aFfAIKEopqaG9D,0,6,0.051,-6.341,,0,0.0497,97.865,4,https://api.spotify.com/v1/tracks/10FP9hm2aFfAIKEopqaG9D,,0.626,,,8/1/00,,10FP9hm2aFfAIKEopqaG9D,,,,,,
Family Affair,0.138,0.925,265866,0.56,3aw9iWUQ3VrPQltgwvN9Xu,1.19E-05,8,0.0861,-3.795,,0,0.0436,92.895,4,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,,0.966,,,1/1/01,,3aw9iWUQ3VrPQltgwvN9Xu,,,,,,
"Lights, Camera, Action!",0.128,0.801,261026,0.931,36gOOIQaBwXZVKL5z2vC3Z,0,1,0.145,-6.602,,1,0.0727,105.526,4,https://api.spotify.com/v1/tracks/36gOOIQaBwXZVKL5z2vC3Z,,0.808,,,1/1/01,,36gOOIQaBwXZVKL5z2vC3Z,,,,,,
Superman (It's Not Easy),0.0733,0.382,221693,0.416,3TwtrR1yNLY1PMPsrGQpOp,0,0,0.0719,-9.303,,1,0.0302,102.089,4,https://api.spotify.com/v1/tracks/3TwtrR1yNLY1PMPsrGQpOp,,0.125,,,9/26/00,,3TwtrR1yNLY1PMPsrGQpOp,,,,,,
U Got It Bad,0.0227,0.816,247840,0.5,7J41dYQolQJEtj3UmKLu5r,1.53E-06,1,0.0733,-4.551,,1,0.03,124.037,4,https://api.spotify.com/v1/tracks/7J41dYQolQJEtj3UmKLu5r,,0.649,,,1/1/01,,7J41dYQolQJEtj3UmKLu5r,,,,,,
Get the Party Started,0.00127,0.806,191666,0.902,2u1hMwcB9TwziV6P7jdyxX,0,11,0.212,-3.387,,0,0.0475,128.943,4,https://api.spotify.com/v1/tracks/2u1hMwcB9TwziV6P7jdyxX,,0.961,,,1/1/01,,2u1hMwcB9TwziV6P7jdyxX,,,,,,
"Whenever, Wherever",0.236,0.793,196160,0.832,2lnzGkdtDj5mtlcOW2yRtG,1.12E-05,1,0.202,-4.862,,0,0.0406,107.661,4,https://api.spotify.com/v1/tracks/2lnzGkdtDj5mtlcOW2yRtG,,0.872,,,11/12/01,,2lnzGkdtDj5mtlcOW2yRtG,,,,,,
A Woman's Worth,0.331,0.667,303333,0.41,0rimetBQIYXE3uMCbuXBUa,0,4,0.064,-8.323,,0,0.138,75.069,4,https://api.spotify.com/v1/tracks/0rimetBQIYXE3uMCbuXBUa,,0.493,,,6/5/01,,0rimetBQIYXE3uMCbuXBUa,,,,,,
It's Been Awhile,0.00189,0.509,264706,0.774,25CMmGsl22APKhfuj4Tp7j,0.000549,6,0.143,-4.054,,1,0.0338,116.529,4,https://api.spotify.com/v1/tracks/25CMmGsl22APKhfuj4Tp7j,,0.0824,,,5/22/01,,25CMmGsl22APKhfuj4Tp7j,,,,,,
Differences,0.318,0.562,265533,0.594,0Uyh92tLyb9JawG8lmWCzJ,0,3,0.311,-4.578,,0,0.0558,62.876,4,https://api.spotify.com/v1/tracks/0Uyh92tLyb9JawG8lmWCzJ,,0.423,,,4/3/01,,0Uyh92tLyb9JawG8lmWCzJ,,,,,,
Hanging By A Moment,0.000983,0.531,216066,0.855,0wqOReZDnrefefEsrIGeR4,0,1,0.0716,-4.95,,1,0.0352,124.578,4,https://api.spotify.com/v1/tracks/0wqOReZDnrefefEsrIGeR4,,0.424,,,2000,,0wqOReZDnrefefEsrIGeR4,,,,,,
I'm Real - Murder Remix,0.273,0.708,262133,0.587,6MLsahMK3VvH9NUwXOktdS,0,11,0.0718,-7.93,,0,0.151,83.46,4,https://api.spotify.com/v1/tracks/6MLsahMK3VvH9NUwXOktdS,,0.554,,,7/24/01,,6MLsahMK3VvH9NUwXOktdS,,,,,,
You Raise Me Up,0.673,0.25,292333,0.136,4TbNLKRLKlxZDlS0pu7Lsy,0.000157,10,0.107,-12.162,,1,0.037,118.086,4,https://api.spotify.com/v1/tracks/4TbNLKRLKlxZDlS0pu7Lsy,,0.0981,,,11/11/03,,4TbNLKRLKlxZDlS0pu7Lsy,,,,,,
Hit 'Em Up Style (Oops!) - Remix Radio Mix,0.2,0.7,250706,0.774,4zYTZvtcww7OWKie7fxA9E,0,5,0.404,-4.983,,0,0.0466,90,4,https://api.spotify.com/v1/tracks/4zYTZvtcww7OWKie7fxA9E,,0.652,,,1/18/01,,4zYTZvtcww7OWKie7fxA9E,,,,,,
Be Like That,0.00536,0.487,265906,0.702,3PbHle8KhJp6GuO1jLdEmQ,4.93E-06,7,0.129,-6.043,,1,0.0238,95.973,4,https://api.spotify.com/v1/tracks/3PbHle8KhJp6GuO1jLdEmQ,,0.306,,,2000,,3PbHle8KhJp6GuO1jLdEmQ,,,,,,
Where the Party At,0.31,0.596,232573,0.661,5mNV8Mz59bzyuQ53gTw0c0,0,5,0.0847,-6.239,,0,0.226,129.491,5,https://api.spotify.com/v1/tracks/5mNV8Mz59bzyuQ53gTw0c0,,0.86,,,7/3/01,,5mNV8Mz59bzyuQ53gTw0c0,,,,,,
Let Me Blow Ya Mind,0.243,0.909,229933,0.539,3RmKpob8xzv1pzHEQrMJah,0,8,0.0674,-4.278,,0,0.116,90.038,4,https://api.spotify.com/v1/tracks/3RmKpob8xzv1pzHEQrMJah,,0.869,,,1/1/01,,3RmKpob8xzv1pzHEQrMJah,,,,,,
One Minute Man (feat. Ludacris),0.0266,0.622,252986,0.669,0jG92AlXau21qgCQRxGLic,2.97E-06,9,0.152,-8.419,,1,0.329,93.839,4,https://api.spotify.com/v1/tracks/0jG92AlXau21qgCQRxGLic,,0.57,,,5/14/01,,0jG92AlXau21qgCQRxGLic,,,,,,
U Remind Me,0.194,0.657,266893,0.629,2QsZVnbWVSjKMXK6K3uRBL,0,6,0.254,-4.938,,1,0.0782,93.985,4,https://api.spotify.com/v1/tracks/2QsZVnbWVSjKMXK6K3uRBL,,0.726,,,1/1/01,,2QsZVnbWVSjKMXK6K3uRBL,,,,,,
Peaches And Cream,0.00277,0.677,193093,0.52,2SLZ2rX5773RS16mcqBxG7,0,4,0.0532,-6.255,,0,0.334,203.862,4,https://api.spotify.com/v1/tracks/2SLZ2rX5773RS16mcqBxG7,,0.768,,,2001,,2SLZ2rX5773RS16mcqBxG7,,,,,,
Follow Me,0.439,0.817,218439,0.585,4KoecuyOpZaNFZ0UqVsllc,0,5,0.147,-4.688,,1,0.0301,105.014,4,https://api.spotify.com/v1/tracks/4KoecuyOpZaNFZ0UqVsllc,,0.916,,,6/13/00,,4KoecuyOpZaNFZ0UqVsllc,,,,,,
What I Really Meant To Say,0.093,0.503,200093,0.671,2YhdP9Wq1yH2pshQ6sWnHo,3.37E-05,1,0.176,-5.717,,1,0.0284,140.115,4,https://api.spotify.com/v1/tracks/2YhdP9Wq1yH2pshQ6sWnHo,,0.381,,,1/1/01,,2YhdP9Wq1yH2pshQ6sWnHo,,,,,,
I'm Already There,0.61,0.377,253373,0.395,34Vn9nKfztyLco9lJazy4j,0,3,0.295,-8.622,,1,0.0332,133.296,4,https://api.spotify.com/v1/tracks/34Vn9nKfztyLco9lJazy4j,,0.221,,,3/27/01,,34Vn9nKfztyLco9lJazy4j,,,,,,
Ride Wit Me,0.0668,0.854,291781,0.692,06iMqWThw4w8fTFyccvOwr,0,7,0.247,-6.625,,1,0.0479,101.865,4,https://api.spotify.com/v1/tracks/06iMqWThw4w8fTFyccvOwr,,0.753,,,6/27/00,,06iMqWThw4w8fTFyccvOwr,,,,,,
She Couldn't Change Me,0.00436,0.67,260133,0.823,3zjLEJ6EPYJHZRtWGMhMSJ,0.000192,5,0.318,-10.592,,1,0.033,117.44,4,https://api.spotify.com/v1/tracks/3zjLEJ6EPYJHZRtWGMhMSJ,,0.787,,,2001,,3zjLEJ6EPYJHZRtWGMhMSJ,,,,,,
I'm Like A Bird,0.147,0.616,243160,0.633,2tP7ZekzXfduShx8C6cbll,1.48E-06,10,0.288,-5.076,,1,0.0383,89.644,4,https://api.spotify.com/v1/tracks/2tP7ZekzXfduShx8C6cbll,,0.58,,,2000,,2tP7ZekzXfduShx8C6cbll,,,,,,
I Hope You Dance,0.0524,0.416,294533,0.446,65B1tEOv5W294uCKbmEcFV,0,7,0.0891,-9.557,,0,0.0291,151.328,4,https://api.spotify.com/v1/tracks/65B1tEOv5W294uCKbmEcFV,,0.278,,,1/1/00,,65B1tEOv5W294uCKbmEcFV,,,,,,
If You're Gone,0.427,0.544,274933,0.659,2f5N826udWfjT9iomeaBJt,1.33E-06,9,0.126,-7.191,,1,0.0298,109.933,4,https://api.spotify.com/v1/tracks/2f5N826udWfjT9iomeaBJt,,0.361,,,5/23/00,,2f5N826udWfjT9iomeaBJt,,,,,,
Put It On Me,0.00332,0.687,262826,0.785,0OvwzS8FX73Bw7ykMRmffU,0,1,0.0516,-4.953,,0,0.325,186.244,4,https://api.spotify.com/v1/tracks/0OvwzS8FX73Bw7ykMRmffU,,0.785,,,1/1/00,,0OvwzS8FX73Bw7ykMRmffU,,,,,,
Stranger In My House,0.103,0.676,285386,0.601,08GOEVXupC6ECbulhPGQKm,0,0,0.147,-4.905,,1,0.0297,119.94,4,https://api.spotify.com/v1/tracks/08GOEVXupC6ECbulhPGQKm,,0.206,,,10/1/00,,08GOEVXupC6ECbulhPGQKm,,,,,,
Love Don't Cost a Thing,0.00305,0.786,221226,0.842,1fgvJXlcZ7uIddMpqsqw0L,3.54E-06,4,0.473,-5.115,,0,0.0707,97.577,4,https://api.spotify.com/v1/tracks/1fgvJXlcZ7uIddMpqsqw0L,,0.685,,,7/24/01,,1fgvJXlcZ7uIddMpqsqw0L,,,,,,
No More (Baby I'ma Do Right),0.102,0.721,263440,0.723,5zn1hpm9N0ylKB7kOtpCw2,4.40E-06,2,0.0651,-7.08,,0,0.0631,88.933,4,https://api.spotify.com/v1/tracks/5zn1hpm9N0ylKB7kOtpCw2,,0.761,,,11/6/00,,5zn1hpm9N0ylKB7kOtpCw2,,,,,,
Ms. Jackson,0.142,0.843,270506,0.805,0I3q5fE6wg7LIfHGngUTnV,0,4,0.0771,-5.946,,0,0.269,94.946,4,https://api.spotify.com/v1/tracks/0I3q5fE6wg7LIfHGngUTnV,,0.615,,,10/31/00,,0I3q5fE6wg7LIfHGngUTnV,,,,,,
Crazy for This Girl,0.000487,0.457,202026,0.926,2gdt70w8DOCWGq1HdkgSUd,5.69E-05,0,0.0949,-5.461,,1,0.038,93.964,4,https://api.spotify.com/v1/tracks/2gdt70w8DOCWGq1HdkgSUd,,0.41,,,8/29/00,,2gdt70w8DOCWGq1HdkgSUd,,,,,,
He Loves U Not,0.274,0.76,227840,0.489,0ainPEu96ZusWisaFmIoeU,0,8,0.152,-12.034,,1,0.269,155.874,4,https://api.spotify.com/v1/tracks/0ainPEu96ZusWisaFmIoeU,,0.716,,,8/20/02,,0ainPEu96ZusWisaFmIoeU,,,,,,
Kryptonite,0.00664,0.545,233933,0.865,6ZOBP3NvffbU4SZcrnt1k6,1.12E-05,11,0.168,-5.708,,0,0.0286,99.01,4,https://api.spotify.com/v1/tracks/6ZOBP3NvffbU4SZcrnt1k6,,0.543,,,2000,,6ZOBP3NvffbU4SZcrnt1k6,,,,,,
This I Promise You,0.354,0.55,284760,0.587,46n2EGFnPC3tzWCN1Aqe26,0,2,0.128,-6.279,,1,0.0329,165.975,4,https://api.spotify.com/v1/tracks/46n2EGFnPC3tzWCN1Aqe26,,0.466,,,3/21/00,,46n2EGFnPC3tzWCN1Aqe26,,,,,,
Case Of The Ex (Whatcha Gonna Do),0.0565,0.78,236826,0.69,1ak0S3NhwWrUgNlQhJ1412,8.19E-05,1,0.0716,-4.958,,0,0.0445,98.002,4,https://api.spotify.com/v1/tracks/1ak0S3NhwWrUgNlQhJ1412,,0.341,,,1/1/00,,1ak0S3NhwWrUgNlQhJ1412,,,,,,
What's Your Fantasy (Featuring Shawna),0.171,0.914,275906,0.813,4LwOrnuxJwR7C5Sw4liY4Z,0,9,0.124,-3.607,,1,0.163,140.089,4,https://api.spotify.com/v1/tracks/4LwOrnuxJwR7C5Sw4liY4Z,,0.962,,,1/1/00,,4LwOrnuxJwR7C5Sw4liY4Z,,,,,,
E.I.,0.0884,0.835,285906,0.497,703b51gh4ah7GYTYwKphj5,0,2,0.0777,-7.876,,0,0.16,89.861,4,https://api.spotify.com/v1/tracks/703b51gh4ah7GYTYwKphj5,,0.373,,,6/27/00,,703b51gh4ah7GYTYwKphj5,,,,,,
Gotta Tell You,0.229,0.729,201066,0.752,7ccz9p1ErD6Kq5ZSQmyvLm,0,0,0.19,-4.478,,0,0.028,110.007,4,https://api.spotify.com/v1/tracks/7ccz9p1ErD6Kq5ZSQmyvLm,,0.792,,,2000,,7ccz9p1ErD6Kq5ZSQmyvLm,,,,,,
Pinch Me,0.0151,0.68,285160,0.857,2RQ3fWFZJJe4G5KkHEACww,2.88E-05,7,0.056,-4.132,,1,0.0373,95.349,4,https://api.spotify.com/v1/tracks/2RQ3fWFZJJe4G5KkHEACww,,0.794,,,9/1/00,,2RQ3fWFZJJe4G5KkHEACww,,,,,,
