,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,track_href
STARGAZING,7wBJfHzpfI3032CSD7CE2m,0.00947,0.487,270715,0.789,4.05e-06,8,0.189,-3.69,1,0.044,150.007,0.0564,https://api.spotify.com/v1/tracks/7wBJfHzpfI3032CSD7CE2m
Real Rich (feat. Gucci Mane),1nD7jf1wHajkkOroyOCrDz,0.0297,0.945,123120,0.456,0.0,9,0.112,-9.044,1,0.134,125.01,0.237,https://api.spotify.com/v1/tracks/1nD7jf1wHajkkOroyOCrDz
Dangerous World (feat. Travis Scott & YG),4pM4yFNLj3pTiNXOZsWYxf,0.0735,0.812,165123,0.586,0.0,4,0.106,-6.505,0,0.0654,100.062,0.323,https://api.spotify.com/v1/tracks/4pM4yFNLj3pTiNXOZsWYxf
Drop,61TklWcG8PbT5hvUTzwLaY,0.0066,0.858,210545,0.65,2.07e-06,8,0.121,-4.919,1,0.241,147.031,0.653,https://api.spotify.com/v1/tracks/61TklWcG8PbT5hvUTzwLaY
Nephew (feat. Lil Pump),0ibOcbkp2XG46Do8jcy0bL,0.00422,0.792,202963,0.454,0.0,9,0.285,-6.753,1,0.458,161.993,0.674,https://api.spotify.com/v1/tracks/0ibOcbkp2XG46Do8jcy0bL
Ned Flanders (feat. A$AP Ferg),6f5i916F3jU6BhOOD7iGqf,0.0254,0.936,161013,0.495,0.0,1,0.087,-6.062,1,0.229,139.951,0.299,https://api.spotify.com/v1/tracks/6f5i916F3jU6BhOOD7iGqf
Lil Bebe,7esO3L3DP7bM2OOd0Rdb4W,0.0479,0.832,174320,0.485,0.0,1,0.111,-4.521,1,0.086,136.039,0.0721,https://api.spotify.com/v1/tracks/7esO3L3DP7bM2OOd0Rdb4W
Yes Indeed,1wsf1YFQSYND45y0GzJmf7,0.035,0.964,142273,0.346,0.0,5,0.108,-9.309,0,0.53,119.958,0.562,https://api.spotify.com/v1/tracks/1wsf1YFQSYND45y0GzJmf7
Kept Back (feat. Lil Pump),384Oc8MQzITdL2DGyCeivN,0.0713,0.907,177652,0.637,0.0,10,0.0816,-5.498,1,0.117,130.012,0.496,https://api.spotify.com/v1/tracks/384Oc8MQzITdL2DGyCeivN
WIFI LIT,6WlxcZKpEV6Bwe9InoVhMp,0.064,0.884,176630,0.579,2.38e-06,2,0.182,-6.847,1,0.299,144.973,0.313,https://api.spotify.com/v1/tracks/6WlxcZKpEV6Bwe9InoVhMp
