,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,track_href
9 to 5,4w3tQBXhn5345eUXDGBWZG,0.416,0.554,162467,0.783,1.54e-06,6,0.631,-5.852,1,0.0457,105.39,0.813,https://api.spotify.com/v1/tracks/4w3tQBXhn5345eUXDGBWZG
Girls Just Want to Have Fun,7sMGwiS4vOMcz86ZY3vKYM,0.414,0.705,228120,0.847,3.21e-06,6,0.406,-2.588,1,0.0361,120.527,0.743,https://api.spotify.com/v1/tracks/7sMGwiS4vOMcz86ZY3vKYM
I Just Called To Say I Love You,6RNDeRnWsRMjPdNVgupZCs,0.243,0.748,262240,0.551,1.57e-06,1,0.0943,-9.054,1,0.0239,113.535,0.65,https://api.spotify.com/v1/tracks/6RNDeRnWsRMjPdNVgupZCs
Total Eclipse of the Heart,5prTs2HAw2G4idHZyeFp8o,0.195,0.435,269787,0.658,0.0,8,0.102,-8.179,1,0.0661,130.276,0.184,https://api.spotify.com/v1/tracks/5prTs2HAw2G4idHZyeFp8o
You're The Inspiration - 2006 Remastered Version,36lkJSDyMEZoWTqtRj8Q8q,0.368,0.583,229240,0.602,0.0,11,0.22,-6.364,1,0.0274,74.008,0.388,https://api.spotify.com/v1/tracks/36lkJSDyMEZoWTqtRj8Q8q
Nothing's Gonna Stop Us Now,2vEQ9zBiwbAVXzS2SOxodY,0.0298,0.643,270333,0.801,0.0,6,0.0719,-4.921,1,0.0228,95.988,0.534,https://api.spotify.com/v1/tracks/2vEQ9zBiwbAVXzS2SOxodY
Sweet Child O' Mine,7o2CTH4ctstm8TNelqjb51,0.0852,0.454,354520,0.91,0.0988,6,0.116,-7.766,1,0.0446,125.116,0.63,https://api.spotify.com/v1/tracks/7o2CTH4ctstm8TNelqjb51
Tainted Love,44hOGg1uFg1XJZGZYNwYmM,0.438,0.569,162507,0.402,0.0,0,0.134,-10.151,1,0.0433,144.635,0.696,https://api.spotify.com/v1/tracks/44hOGg1uFg1XJZGZYNwYmM
Eye of the Tiger,2KH16WveTQWT6KOG9Rg6e2,0.132,0.817,245640,0.599,0.000311,0,0.0873,-9.249,0,0.0328,108.873,0.548,https://api.spotify.com/v1/tracks/2KH16WveTQWT6KOG9Rg6e2
Beat It - Single Version,6pBM20jZldvNlbNcnwAX0y,0.0518,0.782,257907,0.867,1.4e-05,3,0.218,-3.763,0,0.0487,138.859,0.896,https://api.spotify.com/v1/tracks/6pBM20jZldvNlbNcnwAX0y
Red Red Wine,4uOKFydzAejjSFqYbv1XPt,0.00414,0.857,183113,0.468,1.32e-05,1,0.269,-8.53,1,0.0476,89.119,0.843,https://api.spotify.com/v1/tracks/4uOKFydzAejjSFqYbv1XPt
Gloria,15ob9SMGLWrexuPuyuMjKl,0.135,0.775,295067,0.866,0.0376,9,0.152,-3.598,1,0.0295,131.34,0.876,https://api.spotify.com/v1/tracks/15ob9SMGLWrexuPuyuMjKl
(I Just) Died In Your Arms,0YPXkQthLWrhNGoKTbwCJ8,0.0119,0.632,278627,0.727,7.64e-05,11,0.0678,-11.209,0,0.0438,124.919,0.499,https://api.spotify.com/v1/tracks/0YPXkQthLWrhNGoKTbwCJ8
Careless Whisper,2R7858bg0GHuBBxjTyOL7N,0.232,0.583,302600,0.545,0.0,2,0.133,-11.698,0,0.0351,153.25,0.8,https://api.spotify.com/v1/tracks/2R7858bg0GHuBBxjTyOL7N
Jump - Remastered Version,0Z7O8GMQShj9TJrm2yX1R6,0.123,0.553,244107,0.838,3.01e-05,0,0.053,-5.824,1,0.0317,129.893,0.821,https://api.spotify.com/v1/tracks/0Z7O8GMQShj9TJrm2yX1R6
I'm So Excited,2u8MGAiS2hBVE7GZzTZLQI,0.103,0.688,229467,0.858,0.000118,5,0.147,-6.496,0,0.0348,92.253,0.697,https://api.spotify.com/v1/tracks/2u8MGAiS2hBVE7GZzTZLQI
